the_geom,state,city,country,description,location,cartodb_id,state_abbrev,longitude,latitude,city_longitude,city_latitude,fullname
0101000020E61000000B40A374E92354C090BB085394853C40,Florida,Kennedy Space Center,United States,"The old abandoned Launch Pad of the Apollo missions is believed to be haunted by the ghosts of the three astronauts that lost their lives in a tragic fire. When you are on the pad you get a weird feeling, then at night when you enter some of the abandoned buildings, if you're quiet you can hear screams of panic and distress. NASA, at one time, let visitors tour the facility, but due to 'strange occurrences' they no longer include the Apollo Launch Pad on the tour.",Apollo 1 Launch Complex 34,9541,FL,-80.561124,28.5217945,-80.6489808,28.5728722,Cape Canaveral Air Force Sta
0101000020E6100000C4ED2B6A8BFB53C0EFCDCA51DB784040,South Carolina,Charleston,United States,the ghost of a slave girl is spotted in a clump of trees here.,Charleston Naval Base,10614,SC,-79.9303842,32.9441931,-79.9310512,32.7764749,Naval Weapons Station Charleston
0101000020E61000005570D3FA36325AC03CABBB687E5E4340,Colorado,Fort Carson,United States,"The old hospital and other surrounding buildings in this area were built around 1941, after the attack on Pearl Harbor. In the 40's there were a lot of German and Italian POW's located on Ft. Carson. There is also an intricate system of tunnels linking the buildings together, one of the post's Military Police investigated an open door one night and deep into one of the tunnels he found an old setup of children’s toys, a small chair, a small kids table and a few other things. There were also witnessed by three Military Policeman words painted inside an area under the building with no visible way to get inside and paint them there. The words didn't make any sense, and when they attempted to look for them on a later date they were gone, as if they’d never been there. They weren't painted over because the surface wasn't painted, and they weren't sandblasted off either. On some nights especially when the weather gets colder, many strange noises are heard there. Movement is heard through the building, like furniture is being shoved around, repetitive banging noise, and sometimes faces are seen peering through the barred windows. an elder American Indian woman says the site was directly on the old trail of tears. She said that, there is a large low-lying field where no structure will stand; several attempts at building there have been unsuccessful.",The old Ft. Carson hospital/mental clinic,10917,CO,-104.7846057,38.7382327,-104.7920877,38.7421321,Ft Carson
0101000020E6100000454EBA884A2653C07A75E9BA4B384440,Pennsylvania,Lebanon County,United States,"Hotel Road - In the current state game lands just North West of Indiantown Gap, by Hawk Watch Mnt. Used to be the site of a summer hotel for the rich in the early 1800's.  Through its years it didn't make much money, the owners closed down the hotel for it to later be bought and remade into a boyscout camp.  The hotel suffered a horrifying fire and the majority of the residents inside of it burned to death.  Just up the hill from the hotel is an old abandoned railroad bed.  Along this railroad bed, from the 1600's to late 1800's early 1900's, sat a multitude of mine towns.  One such mine town, about 3 miles from the hotel, was named Raush Gap.  It had a population of about 1,000 people.  This mine town house a family who's only job was to switch the tracks for the trains.  The man in the house fell ill and died, and during a time of morning his wife forgot to switch the tracks.  This lead to a horrific train accident killing upwards of 250 people.  When the wreck was all cleaned up and the bodies buried in a, yet undiscovered because its hidden in the woods behind the current standing cemetery, mass grave.  The towns people turned on the woman for not doing her job and were on their way to lynch the woman.  To their dismay they did not find her, at least not alive, the woman had thrown herself in front of a moving train killing her instantly.  To this day the part of the tracks where the wreck happened you get a heavy feeling of pain on your chest, it is hard to breath, it is always about 20 - 30 degrees cooler than anywhere else.  You can hear the train whistle, and it is stated that you will see a figure of a woman holding a lantern, the lady with the lantern, roaming the tracks, seemingly looking for the train she once lost.  And if she sees you she will rush towards you and if she passes through you, you will die in a car accident that will look like you were hit by a train.",Indiantown Gap,817,PA,-76.5982992,40.4398111,-76.5025742,40.3666686,Ft Indiantown Gap Training Site
0101000020E6100000454EBA884A2653C07A75E9BA4B384440,Pennsylvania,Lebanon County,United States,"Green Point - Moonshine church & Cemetery - Driving up the hill(Rt.443) to the church at night(church on the left/cemetery on the right) IF you dare to stop(especially at Halloween) around midnight chances your car will shut offWeird noises can be heard around the whole area. Among various paranormal phenomena, the most commonly reported is that of car engines cutting out when being driven past the cemetery. Also it's said that a girl went into the church and said The Lord's Prayer backwards and was struck dead by lightening. Also in and around the same area(Indiantown Gap),it's said that The ""Headless Horseman"" rides through the valley looking for a new head. - March 2005 Correction: Earlier submitted that you see blue eyes in the trees at the end of the cemetery, supposedly the ""Blue-Eyed Six"" were hung there for murdering a man. The cemetery at this church is said to be haunted by the Blue-Eyed Six, a gang that murdered a local man and whose members were all subsequently hung in the cemetery as punishment(a play has been written about this event and was possibly copyrighted). This information is NOT TRUE. The Blue Eyed Six were never related in any way to the church or it's cemetery. Although all these things occured within this area more or less. They never were hung in the cemetery or buried there, nor is it believed they would have any reason to haunt this place as they have no worldy connections. The Blue eyed six were all caught and tried in the Lebanon County Court House, hung in thecourtyard of the Lebanon County prison except Josiah Hummel who died in Prison, and all were buried seperatly on their individual homesteads. Many in the area where brought up to believe the Moonshine Church and the entire wooded area of Indiantown Gap was haunted by what is known as THE RED DEVIL! The submitter of the correction is also submitting a personal experience and will be posted when we get a link.",Indiantown Gap,818,PA,-76.5982992,40.4398111,-76.5025742,40.3666686,Ft Indiantown Gap Training Site
0101000020E6100000B3B85A82E75653C0CEDEBEB3E2554140,North Carolina,Camp Lejeune Marine Base,United States,Room 300 - While a Marine was sleeping he was slapped and saw a black figure. It disappeared when the Marine turned on the light. The Marine had a bruise the next morning.,Hp175,4664,NC,-77.3578802,34.6709809,-77.4013403,34.6250544,Marine Corps Base Camp Lejeune
0101000020E6100000492BBEA1F05653C0545227A0895C4140,North Carolina,Havelock,United States,"cherry point - On February 1 around 2 am an overnight rn was at the snack/drink machines in the hospital when she saw a person dressed in all black run by the doorway, within seconds she was at the door to see there was no one in the hall, nor had she heard anyone running down the hall she was the only one there.",Halliburton naval hospital,4807,NC,-77.358437,34.72295,-76.9013301,34.8790492,Marine Corps Base Camp Lejeune
0101000020E61000001F84807C095D53C0AACDA4F21B584140,North Carolina,Jacksonville,United States,One of the small wooden green hooches is rumored to be haunted. A Marine on fire-watch ran out of the hooch screaming he saw a ghost of a small child leaning over another Marine who as asleep on the floor. The Marine contacted his instructors and refused to go back in there.,Camp Devil Dog,4815,NC,-77.453704,34.6883529,-77.4302414,34.7540524,Marine Corps Base Camp Lejeune
0101000020E6100000C2908B20045D53C09DC9ED4DC25D4140,North Carolina,Jacksonville,United States,"Footsteps and screaming in the land navigation woods on the base right outside of Camp Devil Dog. Sometimes, a young girl will come out to the road. If you're female, she will stand there and play with her hair and look at the ground. But many males have said she sees them and screams. She is very beautiful, but has wide bright eyes that seem to see right behind you at all times. Some believe she is the young mistress of a military officer, hanged to death because she fell in love with him and would have told his wife. However, the loop in the noose was too wide for her slender neck and se died days later from either asphyxiation or hunger. Some others say she is a body that was found in the swamp in the back of the woods.",Camp Geiger,4816,NC,-77.4533769,34.7324922,-77.4302414,34.7540524,Marine Corps Base Camp Lejeune
0101000020E610000079D6242E365D52C0B92A9A18DC534640,New York,Plattsburgh,United States,Old Side - there is a cemetery where many soldiers are buried. Security Police on patrol have reported many soldiers wandering through the cemetery and the neighboring crematorium (building number 666).,Plattsburgh Air Force Base,5732,NY,-73.4564319,44.6551543,-73.4529124,44.6994873,Plattsburgh AFB
0101000020E610000079D6242E365D52C0B92A9A18DC534640,New York,Plattsburgh,United States,"Reports of cold spots and strange strobe-type light, apparitions of children, and a window that will not be covered. The base also has a haunted sound throughout certain unpredictable times of horses and soldiers marching, the noise is very loud and overwhelming. alarms going off on there own type writers clicking on there own, sounds of horses and marching, and while on patrol a few officers had an experience or two where we were alone in our vehicles and while the vehicle was at a stand till there was a very loud bang like someone or something slammed against the side of the vehicle.",Plattsburgh Air Force Base,5729,NY,-73.4564319,44.6551543,-73.4529124,44.6994873,Plattsburgh AFB
0101000020E610000079D6242E365D52C0B92A9A18DC534640,New York,Plattsburgh,United States,"The Entrance - At the very entrance to the Old Base are two pillars that are original architecture. Sentries working this gate have reported a Revolutionary War era soldier marching back and forth between the pillars, standing guard. Also haunted by some French and Indian War battles, among other unfortunate incidents.",Plattsburgh Air Force Base,5730,NY,-73.4564319,44.6551543,-73.4529124,44.6994873,Plattsburgh AFB
0101000020E610000079D6242E365D52C0B92A9A18DC534640,New York,Plattsburgh,United States,"Old Gym - The Gym use to have a old Morgue for Mangeled body parts from the wars, It was a insane asylum also. Before that it was old Army base for the Battle of Plattsburgh 1812.theres been reports of screams threw out the night in the gym. People working the gym have heard pounding coming from the doors of where the morgue was. People have heard the weights being moved around when there was no one in there. Sounds of people walking on the upper floor witch is now a track have been reported also..",Plattsburgh Air Force Base,5731,NY,-73.4564319,44.6551543,-73.4529124,44.6994873,Plattsburgh AFB
0101000020E610000079D6242E365D52C0B92A9A18DC534640,New York,Plattsburgh,United States,"The military finance building - used to be a surgical hospital. The basement walls are still painted red, to hide the blood stains. Security Police K-9 units refuse to go into the basement of this building. There was a fire in one of the wings, causing many of the bed-ridden patients to be burned alive. People have reported hearing their screams.",Plattsburgh Air Force Base,5733,NY,-73.4564319,44.6551543,-73.4529124,44.6994873,Plattsburgh AFB
0101000020E610000079D6242E365D52C0B92A9A18DC534640,New York,Plattsburgh,United States,The Surrounding Woods - a long dead figure of a lady dressed in a white dress appears. She was reportedly killed by a robber.,Plattsburgh Air Force Base,5734,NY,-73.4564319,44.6551543,-73.4529124,44.6994873,Plattsburgh AFB
0101000020E610000004029D491B2C54C00F08196DFA2C4040,South Carolina,Parris island,United States,"Old Barracks (Rifle Range) -  There have been many murders and suicides by recruits on the rifle range. This area is also swampland and there was a partial platoon that got stranded and drowned in the quicksand on the banks of the swampland after they were forced marched into it by a Drill Instructor. I believe this accounts for the constant manifestations in the old barracks (Recruit Living quarters) there have been several Ghost sightings, moaning sounds, and bathroom stall doors flying open or slamming close and faucets that turn on and toilets that flush by themselves. This is something that is common knowledge to most Parris Island Marines but is not widely known to the public.",Marine Corps Recruit Depot,10708,SC,-80.6891655,32.3513924,-80.6891655,32.3513924,Marine Corps Recruit Depot Parris Island
0101000020E61000000C44AA83175C5DC0B1998DDF25A54040,California,Camp Pendleton,United States,"Second story room in one of the barracks is haunted by the ghost of a Marine. He shot himself after finding out his fiancé left him. The ghost moves furniture, hums the song to ""Jeopardy"", and has struck another Marine sleeping in the room. People in the room feel the ghost is there watching them.",41 Area,2452,CA,-117.4389352,33.2902183,-117.3811366,33.2295467,Marine Corps Base Camp Pendleton
0101000020E610000020AC10A070525DC085B2F0F5B5B44040,California,Fallbrook,United States,"Santa Margarita River Bridge - Many Stories haunt the bridge, during the California Gold Rush, a small wagon train was killed at the river near the new bridge. In the early 1900's, the same year Fallbrook Union High School was first established. On the first Prom night three pairs of teens disappeared and were later found in the river. More than a dozen strange occurrences are in police reports regarding that area of the river. Once the sun drops below the mountains there, your life is in danger.",De Luz,2582,CA,-117.2881241,33.411803,-117.2511466,33.3764196,Marine Corps Base Camp Pendleton
0101000020E61000001D1CEC4D0C4553C01D1D5723BB704340,Virginia,Fort Myer,United States,"This is a military chapel used for funeral services since the 1930's at Arlington National Cemetery.  Soldiers have reported hearing voices, footsteps and also previously locked doors opening and closing by themselves.  Also there have been reports of soldiers finding all the cabinets and drawers in certain rooms being found open to perfect ninety-degree angels, when it was impossible for anyone to have been in those rooms.  Finally, there have been sightings of a figure sitting in the bridal room, previously used as a mourning room for grieving families.",Old Post Chapel,7443,VA,-77.078876,38.880711,-77.0810889,38.883541,Ft Myer
0101000020E6100000F5D3241D0A7E57C0D0FA4AD697074540,Iowa,Boone,United States,"Kate Shelly was famous for saving a train from going off of the tracks on the bridge that is now known as the Kate Shelly high bridge. It is said that if you look up at the tracks (bridge) at night you can see a mysterious outline of a person and a dim light like a lantern running on the tracks. People around here say that it's Kate forever reliving the incident that saved a train and lots of people. - September 2004 CORRECTION: located west of the City of Boone, is not the bridge where Kate Shelley saved the passenger train. It was actually first structured in early 1900's and was named ""The Boone Viaduct"". It was renamed for Kate Shelley in the 1960's. The bridge has wonderful tales of ""Specter"" Steam Engines and ghostly ""watchmen"" that walk it. The original bridge that Kate Shelley crossed was demolished in the 1930's. Kate Shelley's ghost, accordingly, haunts the hamlet of Moingona, Iowa, South West of City of Boone, where the story took place.",Kate Shelly High Bridge,6084,IA,-93.9693673,42.0593212,-93.8802273,42.0597047,Cp Dodge
0101000020E6100000C26E3370DBBE63C0034F102B92573540,Hawaii,Pearl Harbor,United States,"Ford Island - This small island is in the center of Pearl Harbor and the Naval Complex. Island residents have reported strange occurrences including voices and footsteps from empty rooms, finding objects moved or stacked, lights and appliances suddenly turning on at night, a strange pale glowing ""fog-like"" apparition floating through the houses often accompanied with a strange odor. A few residents have reported seeing figures of people walking amid the buildings and trees on the north side of the island which would suddenly disappear.",Oahu,7924,HI,-157.9642869,21.3420741,-157.9642869,21.3420741,Hickam AFB
0101000020E610000090EC5BF7209C58C055C26E3370593D40,Texas,San Antonio,United States,"When fog rolls onto the base, at night, it is known that there is a young lady that walks around with a pack on her back. Cops on the base have told when they fall asleep on duty she will tap you on the shoulder to wake you up.",Brooks AFB,8583,TX,-98.4395121,29.3493683,-98.4936282,29.4241219,Brooks AFB
0101000020E61000009B69673DA10857C08DAFE2F9B1E54240,Missouri,Fort Leonard Wood,United States,In the men’s restroom (the first one on the left) of on the third floor you can hear the sound of a girl laughing.  Also at around three in the morning in the showers there is a three foot tall apparition with ping pong sized eyes that look like an animals when you shine a light in them it wears a black robe with hood.  It ducks and weaves then breaks off into a sprint after you.,Bravo Co.  basic training barracks,9846,MO,-92.1348413,37.7944939,-92.1348413,37.7944939,Ft Leonard Wood
0101000020E6100000FFCC203EB00857C0B75F3E5931E44240,Missouri,Fort Leonard Wood,United States,"A four-year-old girl was supposedly killed here. She swings on her favorite swing in the playground, so you will see it swinging without any wind and without any of the other swings moving. Also, if you rattle the doors and wait, she'll rattle them back at you. Late at night, she listens to music in one room near her swing. The music stops and starts as she pleases, and it's played very loudly at times. Also, the playground toys in the back are in HER particular places, so if you move them around and leave for a little while, don't be surprised if they are back in their original places when you return to them.",Partridge Preschool,9847,MO,-92.135757,37.782756,-92.1348413,37.7944939,Ft Leonard Wood
0101000020E6100000186A5E1F670657C007B47405DBDF4240,Missouri,Fort Leonard Wood,United States,Once in the early 1980's a teacher left to take a note to the office leaving a girl as a room monitor. During this time the students still sitting in their seats giggled as a chalkboard eraser scooted back and forth by itself along the little rail running along the bottom edge of the blackboard. The girl who was the room monitor had no idea what everyone thought was so funny.,Thayer Elementary School,9848,MO,-92.1000441,37.7488715,-92.1348413,37.7944939,Ft Leonard Wood
0101000020E61000008F3C6B12177C5DC05F47776BF4754140,California,Edwards Air Force Base,United States,"There was a sighting of a slow moving flying black apparition, above Chapel 2 on Edwards AFB. 2 witnesses claim that the object was hovering 20 feet above the steeple of the chapel, and it changed direction following the 2 eye witnesses, Once the witnesses arrived at work they told 2 others about the flying object and went outside to see that it was still slowly making it's way towards the flight line. It never changed altitude during the entire sighting and seemed to be on a direct course. The object made its way to the flight line and went out of sight as it worked it's way away from the hangar where the witnesses were watching. This all happened on an early Sunday morning in May of 2007.",Chapel 2,2564,CA,-117.9389082,34.9215216,-117.8912085,34.9240314,Edwards AFB
0101000020E610000062E17F8612285EC0EDF549496A4A4140,California,Vandenberg AFB,United States,His ghost approaches a security policeman's guard post and asks about a fire and then disappears.,Space Launch Complex 5 (SLICK 5),1345,CA,-120.6261307,34.5813686,-120.5724404,34.7420267,Vandenberg AFB
0101000020E6100000876FBC966B3A54C0CC6E7720FC014140,South Carolina,Columbia,United States,Artillery range -  a female soldier with a hole in her helmet has been seen at the range. Apparently she killed herself in one of the Latrines.,Fort Jackson,10627,SC,-80.9128167,34.0155068,-81.0348144,34.0007104,Ft Jackson
0101000020E61000001F95078E700355C0EB634F4C28E84340,Ohio,Dayton,United States,The P.O.W exhibit and Lady Be Good and the Hop along are haunted. In the Hop Along there is a blood stain which the janitors cant remove.,Air force base,3961,OH,-84.0537448,39.8137298,-84.1916069,39.7589478,Wright-Patterson AFB
0101000020E6100000C471851C000755C0142C6920F1E34340,Ohio,Dayton,United States,"Little Vietnamese boy who walks the museum at night. He was said to have died in one of the helicopters. Another haunting I have seen is a nazi fighter plane the pilot who had crashed and died, the plane was restored and the pilot waves out the window to visitors",Air Force Museum,3962,OH,-84.1093818,39.7807961,-84.1916069,39.7589478,Wright-Patterson AFB
0101000020E610000020B7BAF7CB2853C0F7A3F2C011A84240,Virginia,Yorktown,United States,"A man killed his wife, and later hung himself. The lights turn on when no one is around, also doors unlock mysteriously.",Camp Peary,7578,VA,-76.6374492,37.3130418,-76.5096731,37.2387556,Cp Peary
0101000020E61000000F6E217E346A5DC0012B2C5D66D14140,California,Ridgecrest,United States,"There are two ghosts in the lecture center. One man died when he fell off some scaffold and dropped 100 feet on his head during the building of the auditorium. The second man was an actor in a play by the school's drama club. A scene where the main character was shot was tragically ended when another member of the club put a live bullet in the prop gun for the play. Custodians in the building report lights being turned back on after several attempts to turn them off. And a seat on the left side has cold areas noticed by anyone who sits there. During plays where a scene is very sad, the left curtain blows when there is no draft.",Burroughs High School Lecture Center,1903,CA,-117.6594539,35.6359364,-117.6708966,35.6224561,Naval Air Warfare Center China Lake
0101000020E61000002114A5CE6DA65EC045C5A464DE8F4740,Washington,Fort Lewis,United States,"The cadences of platoons of soldiers running is often heard early in the morning, long before any unit of this size is conducting runs. Soldiers look outside to see whom it is, and no one is there.",North Fort Lewis,6479,WA,-122.6004521,47.1239744,-122.4857321,47.1342432,Ft Lewis
0101000020E610000044B97E0B7CBE63C0D0BDE20401593540,Hawaii,Ford Island,United States,"Witnesses have heard footsteps, the galley doors open and shut by themselves(these doors are locked at night), they have felt cold drafts of air in the same location, also, a figure walking from the mess decks wearing dungarees and a white hat has been seen.",BEQ 51,7839,HI,-157.9526422,21.3476718,-157.959815,21.3642518,Naval Station Pearl Harbor
0101000020E6100000C3DC499F31BE63C0D2A00D654D593540,Hawaii,Pearl City,United States,"Building 2171 - This office building was a morgue and crematory during WWII. Late at night when most people are gone, you can hear banging around and shouting down in the basement where the furnaces were, even though there is no way people can be down there since the basement is closed early in the day.",Air Force Base,7918,HI,-157.9435574,21.3488372,-157.9733333,21.3972222,Naval Station Pearl Harbor
0101000020E6100000C3DC499F31BE63C0D2A00D654D593540,Hawaii,Pearl Harbor,United States,"The Pacaf Headquarters building is a historical site of WWII because of the bullets holes on outside from the bombing a Pearl Harbor. Inside many soldiers were killed. Moans of dying soldiers can be heard, and bombing sounds. Doors opening and closing on there own and ghosts of dead soldiers are known to roam the halls dressed in fatigues from that era.",Hickam Air Force Base,7923,HI,-157.9435574,21.3488372,-157.9642869,21.3420741,Naval Station Pearl Harbor
0101000020E610000019839895B7D355C0A4B1ACEA9B583E40,Florida,Pensacola,United States,There is a story about the light house on the navy base (NAS) being haunted by the former keeper. People have felt cold spots while touring the light house.,Light House,9649,FL,-87.3080801,30.3461291,-87.2169149,30.421309,Naval Air Station Pensacola
0101000020E61000003B41518F233A53C0E38519BF95724140,North Carolina,Havelock,United States,"dark figures, and manifestations of actual people. One in particular is an old lady...very creepy voices. strange vibes. a lot of people see things in reflections, like people walking behind them when nobody is there.",Cherry Point Naval Hospital,4806,NC,-76.9084204,34.8951949,-76.9013301,34.8790492,Marine Corps Air Station Cherry Point
0101000020E61000003B41518F233A53C0E38519BF95724140,North Carolina,Havelock,United States,Reports of ghosts all over the hospital. Feelings of being watched and not being alone.,Halyburton Naval Hospital,4808,NC,-76.9084204,34.8951949,-76.9013301,34.8790492,Marine Corps Air Station Cherry Point
0101000020E6100000A7E8482EFF3953C0ECFB709010714140,North Carolina,Havelock,United States,"It is said the ghost of Kissy Sikes haunts the flight line and the housing looking for her children, she does not like men and the men who yell at kids are in big trouble, there is a story of a young Lcpl on post was found the next morning huddled in a ball in the corner of the guard shack crying she wants her kids, she wants her kids. In the housing you can hear children playing and from personal experience Kissy herself appears in children’s bedrooms after they are put to bed. Toys in the children’s rooms are moved when they aren't even there.",Marine Corps Air Station Cherry Point,4809,NC,-76.9062,34.883318,-76.9013301,34.8790492,Marine Corps Air Station Cherry Point
0101000020E6100000D54AD702B1855DC018AF1E9CF4DF4040,California,Seal Beach,United States,"The phenomenon occurring at the WPNS Station covers a variety of ghostly manifestations such as apparitions, knocking, footsteps, horrible ghostly moaning, laughter, animal spirits, water devas, and even poltergeist antics.",US Naval Weapons Station,1166,CA,-118.0889289,33.7496524,-118.1047682,33.7414085,Seal Beach Naval Weapons Sta
0101000020E6100000E61CE15927965BC0824EAD63018E3F40,Arizona,Huachuca Military Reservation,United States,"Carleton House -  One downstairs room was the morgue for the hospital. Things stacked and placed in this room are unaccountably scattered all over the place shortly afterwards. Things hanging on the walls fall, crashing to the floor, because the nails holding them are pulled out of the wall by an invisible force. Doorbells ring so persistently for no observable reason, that occupants of the house disconnect them. Many residents and neighbors have seen the whitish apparition of a woman moving through the house, and standing at the front door. One corner of a room, which was a ward in the original hospital, stays markedly colder than all other parts of the house, regardless of the weather. The corner contains a chandelier that seems to refuse to operate at night, but functions just fine in the daylight.",Fort Huachuca,2912,AZ,-110.3461518,31.5547087,-110.3461518,31.5547087,Ft Huachuca
0101000020E61000001893FE5E0A965BC088653387A4963F40,Arizona,Huachuca Military Reservation,United States,"This school is said to be haunted by a girl named Linda Landy. Linda was walking home from softball practice one day, and she was hit by a car and killed. She attended Smith Middle School in the late 70's. If you look in the tinted windows of the library, you will be able to see her walking around sometimes.",Fort Huachuca -Smith Middle School,2913,AZ,-110.344383,31.588448,-110.3461518,31.5547087,Ft Huachuca
0101000020E61000009898785185EA53C04A511D6107BA4340,West Virginia,Kingwood,United States,There is an old graveyard that dates back at least one hundred years. Apparitions of a little girl have been reported.,West Point,6285,WV,-79.6643871,39.4533502,-79.6833884,39.4717557,Cp Dawson
0101000020E61000008A8741AA72595EC0224ECC1F78DA4240,California,Tracy,United States,"Bldg 100 - During the evening hours employees hear footsteps in the deserted mainframe room. There are only one or two employees on duty and all have confirmed the sounds. The water in the men's room, adjacent to the mainframe area, is found to be running on occasion. It's suspected that either one of three previous employees, who have died by terrible disease and suicides are the cause.",Defense Distribution Depot San Joaquin,1289,CA,-121.3976236,37.7067909,-121.4252227,37.7396513,San Joaquin Depot Tracy
0101000020E61000003875D487E4FE5BC03C8386FE098E4440,Utah,Hill AFB,United States,"Many employees have reported seeing a figure late at night roaming the halls wearing sandals. When anyone tries to speak to this figure the only thing that is said is ""Chonklas""",BLDG 1205,7971,UT,-111.9826984,41.10968,-111.9826984,41.10968,Hill AFB
0101000020E610000084AB4DAD889C58C00817974FFB743D40,Texas,San Antonio,United States,"There are several officers quarters on this old Amy post that are said to be haunted. At one you can at times hear the sound of a piano playing. There is another house where there is of a child who will move items around the house. There is an older, large wooden quarters, where those that live in the house hear footsteps.",Fort Sam Houston,8596,TX,-98.4458421,29.4569597,-98.4936282,29.4241219,Ft Sam Houston
0101000020E61000004EF85BF1C39C58C024C44B265D773D40,Texas,San Antonio,United States,This place is known to be extremly haunted.sounds can be heard inside and even outside of this building of people talking.Around toward the ambulance area you get a strong sense of fear.There is also a light that remains on even though there is no electricity in the building.,Fort Sam Houston Old B.A.M.C.,8597,TX,-98.4494594,29.4662651,-98.4936282,29.4241219,Ft Sam Houston
0101000020E6100000CA3C4DC175CB5BC0DC5D0C8A8BC04740,Montana,Malmstrom,United States,"Base Chapel - A young man with a long beard and fur traders' attire haunts the sanctuary of the chapel. He is often seen sitting in the seventh pew. He holds a bible and then drops it loudly. An old Piano plays on its own. It is rumored to be playing ""All the ends of the Earth.""",Air Force Base,8684,MT,-111.1790622,47.5042584,-111.1790622,47.5042584,Malmstrom AFB
0101000020E6100000A8A388B1716F58C0702DEE9AEB313F40,Texas,Fort Hood,United States,personnel working security late at night hear footsteps and doors opening and closing when no one is in the building.,III Corps Headquarters bldg,9009,TX,-97.7413143,31.1950013,-97.7413143,31.1950013,Ft Hood
