the_geom,temperature_low,observed,location_details,county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,cartodb_id,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed,fullname
0101000020E61000008D62B9A5D56857C0F9D51C2098CF4440,17.95,"I heard the deer coming toward me over to my left. I was going down the trail and the deer was coming in the opposite direction about a hundred feet over to my left. He kept looking over his right shoulder at something. I wondered what he was looking at and I lifted my head a little and that is when I saw the thing. At first I thought it was a human being. I mean it had a head, shoulders, arms and legs, chest. It saw me at a distance of about three hundred feet and when it saw me it kind of hunkered down. I have seen deer do the same sort of thing when they are preparing to take flight. After hunkering down, it made a 90 degree turn and leaped and bounded through the air. Both feet were off the ground. It made another 90 degree left turn and disappeared among the trees. I could see the blackness disappearing behind and among the trees as it left. The total viewing time was no more than 3 seconds. It left in a big hurry. It was tall, about 6 feet or a little taller, black, slim and quick. I mean it was quicker than a deer. Imagine an Olympic class sprinter cooking off a hundred yard dash. Multiply that quickness by a factor of 2 or 3. It was incredibly quick, quicker than a deer.","On the bike trail that goes between Birdland Marina on the south end and Big Creek on the north end. Between Euclid Avenue and Birdland Marina within the city limits of Des Moines. Very rugged land close to the Des Moines River, ravines, many tree branches down on the ground. Not like a smooth football field.",Polk County,Iowa,"Report 1271: Six foot tall or taller, black creature was observed leaping into the air and disappearing into the trees on a bike trail near the Des Moines River",41.62183,-93.63804,2000-02-15,1271,Class A,9zmkv1nbex,57,37.475,2786,28.01,0.7,0.43,0.36,0.0004,1,snow,1012.27,Breezy and mostly cloudy starting in the evening.,3,6.69,234,5.27,Cp Dodge
0101000020E610000063EE5A423EAC55C0D34D621058913E40,68.66,"i had a sighting of what i belive to be a bigfoot. on the way to work,myself and onther were in a truck. we took a short cut through the eglin res. and got on the wrong road. so not to get lost ,theres alot of dirt roads in there.we cept folloing the road we were on .we were prety deep in when we stoped to to relive myself.when i got back in the truck i looked up the road .and thats when something came out of the tree line on one side and crossed to the other side. IT TOOK THE DIRT ROAD IN 3 OR 4 STRIDES! and looked our way not stoping while it walked we were kind of far away we were on one side of a gully it was on the other. it was about 6:30 to 6:45 in the morning. the bottom of the gully has a creek that leads in to the river. the dir, it was heading.it was dark colored, to far away to see a face. id say it was realy big! when we got to the other side of the gully we stoped i got out. there was a stink in the air i tryed to see if i could see it again but it was gone .i walked the road from one side to the other it took me about 7 or 8 strides to get to the other side.im 6,1 .the area is very woody scrub oaks and tall pine. a lot of creeks and a couple of rivers. it happend in 2000 june i think . i started reading up on it on your site.after i saw it. and tho its problly nothing. ive herd of 3 derr kills in the area from my soon to be broter in law.he found behind his land at the bottom of a hill.near a creek .young deer, one was a spike they were very close to one another like a pocher but nothing was taken like meat or the head. i didnt see them .but he said ther were no bullet wounds. he found them in the winter. just north of crestview. my sighting was south of crestview closer to santa rosa .south of i 10. eglin is huge and no one around for miles. in okalosa county. the pan handel.fl",go down 85 south turn right on dirt road it goes straight to 87 thru eglin res.,Santa Rosa County,Florida,"Report 9113: On the way to work, motorists have morning road-cross encounter near Eglin",30.56775,-86.6913,2000-06-01,9113,Class A,dj6mgk9q43,86.16,77.41,4204,66.52,0.71,0.21,0.97,0,0,,1020.36,Partly cloudy until evening.,10,7.91,172,3.14,Eglin AFB
0101000020E6100000BB44F5D6C0A255C04703780B24A03E40,59.99,"NW Florida, March 22, 2013. Me and my brother were driving South (me behind the wheel) on Hwy 85 about 7 miles south of Crestview Florida at 1:30am when we spotted what at first we thought was a really big black bear on the side of the road (West shoulder) next to the woods. I decided to make a U-turn at the next open medium to get a better look as big bear sightings in this area are not all that common; Usually they are very small black bears. We took a U-turn at an open medium about a 1/2 mile from the initial sighting and started heading back North. We got to the point where we had first seen what we thought was a large bear and started looking across the median for it. My Brother looked to his right and spotted the thing that we had seen. It had apparently crossed the highway putting it now on the East side of the road. When we looked we saw a large upright walking (like a human) black big foot type of creature. It paused, looked like it turned its head toward us, and ran into the woods. It was too large to be a human and it definately was not a bear. I'd guesstimate approx. 8' 6"" to 9' tall.","Approx. 6 or 7 miles South of Crestview Florida on Hwy 85 on the West shoulder, then again on the East shoulder. Take I-10 to the Hwy 85 exit and drive South 7 or 8 miles.",Okaloosa County,Florida,Report 40564: Brothers see large upright creature while driving one evening south of Crestview,30.62555,-86.54302,2013-03-22,40564,Class B,dj6qnxjqc2,64.38,62.185,4301,38.39,0.49,0.86,0.34,0,0,,1014.05,Mostly cloudy throughout the day.,6,9.99,109,6.41,Eglin AFB
0101000020E6100000E17A14AE476D55C09A99999999593F40,26.62,"I was assigned to Ft Rucker, AL from Oct 1991 until Jan 1997 as a fire fighter. As military firefighters we would often be assigned to small airfields (stagefields) around Ft Rucker. At the time this happened I was assigned to Tabernacle stagefield. Tabernacle was on the north west end of a large impact area used for aerial gunnery by pilots in training. During a typical duty day we would have several down time periods where aircraft were not flying. These down time periods would typically take place around noon and evening lasting 2.5 to 3 hours. When I was assigned to Ft Rucker, I had met some other Soldiers that introduced me to Indian “relic” hunting. This consisted mostly of lots of walking through tilled fields, creek washouts, and recently cleared timber tracts looking for arrowheads and anything else related to the old Indian tribes that formally lived in the south east Alabama region. I had found that the down times when aircraft were not flying often granted me the chance to get out in the woods to hunt for arrowheads. Often I was able to get several miles away from the stage field during the down times and was usually by myself for several hours. My typical hiking outfit was to put on a pair of cargo shorts, an old pair of army boots, a belt with a canteen, a pouch (for any finds), a large survival knife, ball cap and a walking stick. I usually would not wear a shirt hoping to get a tan while out walking. This day in particular was in I left my stage field around 1100 AM or so. I headed East, North East for about 1.5 miles on an improved asphalt road that bordered the impact area. I then head north down a dirt road (path was more like it) that was seldom traveled. The road went up and down some gentle hills and was bordered on both sides by heavy vegetation and thick woods. I believe I had walked maybe ¾ of a mile when I was approaching a small creek crossing which was not unusual. I was maybe within 50 feet of the creek when off to my left side I heard a lot of movement approximately 150-200 feet into the woods appearing to come from the creek bank. I heard what I can only describe as a grunt and my first though was a wild pig. That thought was quickly erased though, as I immediately got instant chills…goosebumps running my entire body…and had the heavy feeling that I was not alone. I heard another grunt and peered into the woods from where the sound came from and saw a large “shadow”…easily 6 to 7 foot tall stand from the creek bed. Because of the thick woods I got no clear view of it but my first thought was that it was a large very dirty man but it definitely had the appearance of a man shape. I only saw this thing for a few seconds as it appeared to see me…and me watching it and it turned and went crashing into the woods away from me. I wasted no time turning my walk into a trot away from what I had just seen. Whatever it was it scared me and as I headed back to my airfield I tried to make sense of it. The only thing I could conceive it being was that maybe it might have been a stray horse back in the woods. I know this sounds very unlikely but I really didn’t want to believe I might have seen something I could not explain…a horse in the woods I could almost believe. I never went back into that area of the woods again, and seldom ventured into thick woods period after that. I never gave it much thought after that as I had chalked it up as being a horse, which seemed to make sense to me. I did bring my strange experience up a couple of times to some folks but they thought I was kidding them and none of them had ever heard of anything like that in Alabama before. Two things led me to revise my thinking of what I saw that day. The first being this. In 2000…I was and am still living in Kansas and serving in the Army Reserve. We had a new Soldier join my unit. He was a former Ranger Sniper team leader having been assigned to the Ranger battalion at Ft Lewis, WA. He was a good old country boy from Kansas living in a small town. He and I became very good friends and later served in Iraq together. We would often talk about events in our lives at length. During one conversation I related my story about what I saw in the woods assuming he would think I was nuts. But…he believed me. As a matter of fact he said if I saw something I found hard to believe he said that I should just go with what my gut told me. He then informed me about his experiences. He told me about his time up at Ft Lewis and as a sniper he would often be in the woods alone for days at a time in hide sites during training missions. He told me that at night in the deep woods he would often feel as if he was being watched and would hear the sounds of something large moving through the woods. Now this fellow was an experienced woodsman and was used to the sounds and smells of the woods. On occasion he was able to see something quite large in the shape of a man moving around his hide site through his night vision goggle. He said it would never come too close…just kind of checking him out. He said he never felt threatened by it and on the occasion it would make some sounds (grunts or whistles) as if it was agitated and he would talk calmly too it. He said that he wood talk in a slow, low voice telling it “I’m not here to hurt you, just calm down, I don’t mean no trouble for you”. He said that usually after he spoke towards it, it would just move away from him and would leave him alone. He said this happened numerous times as he was often in the same area. He told me he had no doubts at all that “Bigfoot” was around but he would never do anything to harm it and he felt that if left alone it would not harm anyone. So that got me to thinking, maybe that afternoon in the woods I really did see a Bigfoot. The second reason I feel that I didn’t see what I convinced myself was a horse is that after culling the BFRO website I found that I am not the only one to have seen something in Alabama. So…I am not alone and I am now convinced that what I saw was real…and not something else. I haven’t shared this story with very many people…but maybe this is the time to do it.",I have looked at some satellite images of the area and cannot pinpoint the exact spot just the area within a few hundred yards. Lot of rural homes within a few miles of the area,Dale County,Alabama,Report 22899: Possible daylight encounter on Fort Rucker Army Base,31.35,-85.7075,2008-01-19,22899,Class B,dje43ejdyr,41.94,34.28,3470,37.15,0.89,0.84,0.4,0.0539,1,rain,1018.71,Heavy rain until afternoon.,2,6.55,355,8.17,Ft Rucker
0101000020E610000032772D211F7A53C0BC74931804864240,46.95,"While on a training exercise in Ft. Pickett, VA., I was positioned in an observation point overlooking a camp. I was lying low in our hide providing over watch while my team member attempted to move in to within approximately 75 yards of this camp. It was at this point when three distinct knocking sounds spread no more than 1 second apart, were heard from our 6 o’clock position. The distance appeared to be within 100 yards. After a very short pause of about three, maybe five seconds, there was the sound of a large branch or small tree breaking in half. The noise was so loud that everyone in the camp grabbed their flashlights and searched the tree line towards the direction of the sound. We were almost compromised by this noise, but as quickly as the sounds were heard, the forest fell silent. Unfortunately, no one was able to further investigate those sounds due to our focus being the exercise and not the wild life. Approximately two, maybe three hours later, one of the cadre was listening to a range radio and overheard a conversation between an adjacent range and range control. The conversation spanned only a few minutes, but in summary it went like this: “Range Control, this is range #... umm, there is a Bigfoot walking across the range!” This range was only a few kilometers from our location. Early the next morning, maybe 5am, one of the members of our team had to depart the training environment so he was given a coordinate to meet for ex-filtration. He arrived early and waited until the extraction team arrived. During his time alone, he commented that he heard loud foot steps behind him. He was not sure if it was a large deer coming to investigate or what, but he said it came very close to him. So close that he was hearing this animal breathing behind him only a little ways off. He said he felt uneasy and didn’t dare turn around because his initial thought was that it might just be a buck that would become startled and attack him. A few moments later, the animal departed and shortly after he was extracted. He didn’t want to think of this animal as anything but perhaps a deer. After the exercise, we spoke with the role players about that night. They all heard the sound and thought one of us was trying to play a game with them or that one of us had fallen down the side of an embankment causing the loud noise. Once we advised them that it was not us, they just went silent and didn’t speak of it any further. The strange thing is that earlier that night I had this eerie feeling, like something was watching me from behind. My reaction at the time was to grasp my knife and prepare for whatever may come next. It never reached that point, but my senses were heightened and I found myself scanning my surroundings more often with my night vision. Due to the nature of my work, I cannot go into great detail as to the exact month or day, but I can mention that it was in the early months leading up to spring. But I cannot deny that there is something other than normal wild life in the woods surrounding Ft. Pickett, VA. ",,Nottoway County,Virginia,Report 33256: Second witness reports possible activity while training at Fort Pickett,37.047,-77.90815,2011-04-16,33256,Class B,dq8dg0jn2t,69.29,58.12,2007,55.47,0.8,0.75,0.45,0.03,1,rain,1011.21,Rain in the evening.,5,9.17,145,7.75,Ft Pickett
0101000020E610000032772D211F7A53C0BC74931804864240,52.8,"It was about 2 a.m. on or about May 3rd 2011, I heard a noise as if something fell that was heavy, a thud sound in the back of my house. I thought it might be a bear or burglar. Me and my 21 year old son went out to investigate. I was armed with a pistol and my son had a shotgun. I saw a deer run as if it was being chased. Then I saw a huge figure coming out of the woods. This thing was at least 8 feet tall. I could not believe this! I screamed out to this thing to stop. It came towards us running. I told my son to shoot. He shot in its direction. It then ran to my left flank and continued to come toward us. We ran back towards the house. I was in terror because the thing was shaped like a man but was covered with hair. I do not believe in Bigfoot but I cannot explain this? I stopped and watched it walk away into the light and it was huge and there was an odor that really stunk in the air. It stayed in sight for about 5 minutes before it went into the woods. I investigated the next day and there are footprints that are about 18 to 20 inches in the field. Unless this is a hoax and someone was in a costume? We fired on this thing and it made a huffing noise and a shriek sound. I have followed some the prints and there is long hair brown and gray back in the woods. I have had more noise and sightings in the woods behind my home. I live in the country and unless someone is doing this in a costume then this is the real bigfoot. There is also an underground tunnel dug into the side of a creek bed. The prints lead into the tunnel and I am not going in there. It is not a bear because a bear would never charge a gun shot.",******* Road Brunswick county,Brunswick County,Virginia,Report 29305: Sasquatch charges witness after son fires shotgun near Blackstone (includes audio from follow-up investigation),37.047,-77.90815,2011-05-03,29305,Class A,dq8dg0jn2t,82.53,67.665,2088,60.96,0.71,0.19,0.01,0.0009,0.31,rain,1017.96,Rain overnight.,8,9.94,196,7.79,Ft Pickett
0101000020E610000032772D211F7A53C0BC74931804864240,42.76,"At the time my unit was training in Ft. Pickett, VA.  We were conducting training for over a several day period.  The teams in the field kept asking if any other unit was training in the area because they could hear people walking nearby, but did not investigate so as not to give away their position, no other units were near.  One afternoon we distinctly heard several very loud knocks on a tree.  When asked, the field teams reported that they thought we were walking around and doing it.  We visually located each team and none were in the direction of the knocking.  Later that evening we heard a radio report of a ""bigfoot"" sighted on a range.",In a Fort Pickett southern training area.,Nottoway County,Virginia,Report 31648: Possible encounters by soldiers training at Fort Pickett,37.047,-77.90815,2012-01-16,31648,Class B,dq8dg0jn2t,45.7,44.23,2008,20.28,0.61,0.22,0.76,0.0002,0.14,rain,1033.12,Mostly cloudy starting in the evening.,2,9.98,184,5.15,Ft Pickett
0101000020E61000004F8D976E120B57C008AC1C5A64DB4240,64.78,"I was going through Army basic training at Fort Leonard Wood, MO.  Our platoon was on the last leg of our training and one of our final training events was guard duty at different locations throughout the post.  We were paired up and given our assignments, issued our weapons and three live rounds (Barney Fife-esque), and proceeded to load up on a deuce and a half (army 2.5 ton truck).  As we loaded up into the truck, I was the last one on since my last name starts with ""Y"", and we always did things alphabetically (significance to come later). It was mid to late afternoon and the trainee I was paired with and I were assigned to guard a bridge crossing training site that army engineers use.  It was the furthest guard site from main post, so we were to be dropped off first to guard it overnight (didn't really need any guarding since it was unoccupied at night and weekends, plus it was in the middle of nowhere - we were doing this merely for the training benefit.)  I don't really have any idea where the site was and didn't really care, all that I knew is that we must've been traveling for about 20 - 30 minutes from main post when my sighting occurred.  It must've been about 1600 - 1700 hours and we were on dirt roads.  I was sitting on the bed of the truck looking out the back, while everyone else in the platoon were able to snag bench seats on either side of the vehicle facing one another.  Everyone else was sleeping or drowsing at the time, except for me in my uncomfortable seat on the bed of the truck.  We came to a ""T"" intersection and turned left. About 30-40 feet from the intersection the other direction, I observed a bigfoot.  What is amazing to me to this day is that I am the sort of person who really doesn't believe anything unless I observe it myself, but at that initial glance, I knew immediately that it was a bigfoot - not a bear, not a big person dressed up, just a bigfoot, no doubt.  A bigfoot was on the road, looked in the direction of the vehicle, and ambled across the road into the woods.  My second thought was to scream and yell to notify someone else in the platoon, but I immediately quashed this idea since by the time I would be able to rouse anyone, the bigfoot would probably be in the woods by then.  No need for me to be rambling on about a bigfoot without any other eyewitnesses in this type of environment.  So I alone observed it. My sighting was of short duration, about 10 seconds if that, and I don't have a lot of details, but I remember that it was tall, had to be at least 6.5 feet to 7.5 feet.  I don't remember any distinctive features, except for one.  Bigfoot had brown to light brown hair/fir coloration.  I though this was extrodinary since every previous thought that I had about bigfoot comprised of black fir.  That's about it, except that during this short sighting, my mind went through all the possible explanations of what this could be besides a bigfoot and dismissed all of them.  No doubt in my mind that I saw a bigfoot. After my sighting, we were dropped of about 10 minutes later and I spent an extremely nervous night in the wilderness at this river crossing sight.  Kind of glad I had my 3 Barney Fife rounds.  I was not really surprised that they called this ""Fort Lost-In-The-Woods"" as a nickname, because it is really isolated.  I have never really made a big deal of this sighting, or do I plan to.  All I know is that bigfoot exists, and I saw it.  I am probably one of the most credible witnesses that I can imagine.  I spent 15 years in the army, most of them as an army intelligence officer, before taking an early out and now I am a civilian working for the Coast Guard as an intelligence specialist in a District office of law enforcement.",All I know is that it was about 5-10 minutes drive from a river crossing training site somewhere on Fort Leonard Wood.,Pulaski County,Missouri,Report 4421: Soldier in basic training has daylight sighting at Fort Leonard Wood.,37.714,-92.173,1982-05-15,4421,Class A,9ywqw99evr,82.51,73.645,53,56.16,0.66,0.38,0.74,0.0008,0.49,rain,1014.22,Partly cloudy throughout the day.,9,8.36,192,8.19,Ft Leonard Wood
0101000020E61000003D44A33B881357C09F3715A930764140,61.5,"My friends and I would work on our motorcycles, and then ride them in the woods at Camp Robinson in North Little Rock, AR. (back when they let us do such things ). The day started off normal, with my friends  Loren P., Jerry W., Tommy B., Jim O., and myself riding our motorcycles. There was a ditch about 6 feet deep, and 7 feet wide and we took turns jumping it. I was on a yellow Suzuki 185 motorcycle with a stinger exhaust system on it. I was jumping the ditch and almost crashed my motorcycle, and thought I had better quit before I got hurt. My friends all wanted to keep jumping the ditch, so I decided to ride East along a dirt trail that ran parallel to the ditch. I was in no hurry since I was not familiar with the trail, and was just enjoying the ride. I had ridden about 20 minutes or so when I saw what I thought was a white motorcycle going South. Since I was going East and it was going South I was afraid I would run into the other motorcycle, so I stopped to keep us from colliding into each other. I got glimpses of the white motorcycle as it was going though the trees, and was going to wave to the other rider as they either turned onto or crossed over the trail I was on. MUCH to my surprise the white motorcycle was not a motorcycle at all... ""IT"" was a very tall creature walking on it's hind feet like a man, but with a stride that seemed to be about 6 feet per stride. The arms were lanky and long and swung slightly as it walked, and it's hands hung down about knee level. The creature had long lanky legs, and they looked to be fairly muscular like it did a lot of walking and running. The feet were long, my guess they may have been 15 to 18 inches or so, but they seemed accurately proportioned for a creature of it's height. The creature was about 8 or 9 feet tall, and stopped right in the middle of the trail, and then turned to face me. It was about 25 yards from me, and there were no trees or brush between us to block my view of the creature. It was very tall, and lanky and was a dirty white albino color. It did not have any clothing and seemed to be covered in short dirty white hairs. I could not see any indication of the creatures sex. It's head was more of a triangular shape than round, and I'm certain it was not human. The eyes were close together, and were very focused on me...I would describe them as definately being predator's eyes. The nostril holes were small, and seemed to be about 2 inches apart, and the mouth was similar to a humans but just a bit wider. I had a full motorcross helmet on, so if the creature had an odor, I could not smell it. The only sounds I heard were the beating of my heart about to explode out of my chest, and the popping of the 185 Suzuki's stinger exhaust. The creature and I looked at each other for what seemed like an eternity, then it made a snarling expression and squinted it's eyes at me. It's mouth went from a closed frown to rising it's upper lip and showing me what I considered it's meat eating teeth...I GOT THE MESSAGE !!! Then it's eyes squinted more at me, as if it was starting to get really pissed at me for being there. About the time I thought it was fixin to attack me, it turned and started walking South again. The creatures stride still amazed me, it's single walking stride from one foot to the other was probably 4 times my stride. I'm certain that if it had tried to run up and catch me, I would not have been able to flee in time. I had a hair standing on the back of my neck suspicion that it might be about to make a fish-hook loop like an injured bear, and then suddenly pop up right beside me on the trail. I turned the 185 Suzuki around and rode like a professional to get the hell out there. I was too scared to look behind me, and was praying for Jesus to protect me as I also tried to make sure I didn't crash! I felt that if I crashed the motorcycle, it would surely catch me if it was in pursuit. It had taken me about 20 minutes or so to get to where I saw the creature, it only took about 10 minutes to get back to where my friends and I had been jumping the ditch because I was riding skentback and scared to death. When I did get back to the truck, my friend Jim O. was sitting on the bed of the truck relaxing. The rest of our friends were not at the ditch, or the truck. I yelled at Jim O. with a half squeeky pitched voice, because in my heart was still in my throat,  I said ""Jim there's something in the woods! We need to warn the rest of the guys!"" Then came my next major surprise of the day, Jim asked me ""Is it real tall and white?"" I yelled ""YES, why in the Hell didn't you tell me about it?"" Jim said ""I didn't tell anyone about it, because I didn't want anyone thinking I'm crazy, or making fun of me!"" Then Jim proceeded to tell me about the time him and his nephew Pete saw the creature while squirrel hunting at Camp Robinson. This occurred back in 1976 while I was a Senior in High School. I bow-hunt in Camp Robinson from time to time, and as God is my witness, the hairs still stand up on my neck when it's dark and gets too quiet in the woods. There have been times that I feel like something was watching me, and I immediately remember the creature I saw by the All American Drop Zone. There are times where bow and arrow or not... I waited until it got light enough for me to see before I would get out of the truck. It doesn't matter to me if you believe this story or not...I've been telling it to family, friends, co-workers, and even strangers since the day I actually saw the creature, and it saw me back in 1976.",It was just North of the All-American Drop Zone inside Camp Robinson.,Pulaski County,Arkansas,Report 57471: Memory told of a close daylight encounter with a white Bigfoot while riding a motorcycle inside Camp Joseph T. Robinson,34.92336,-92.30519,1976-09-15,57471,Class A,9ynqet97m4,86.13,73.815,3559,62.21,0.72,0.29,0.72,0,0,,1019.31,Partly cloudy until evening.,6,6.8,170,1.25,Cp Joseph T Robinson
0101000020E61000007D224F92AE1357C0F54F70B1A2764140,39.66,"In October 2010 I was bow hunting on Camp Robinson military compound in North Little Rock, AR on Approximately 23,000 acres. I was hunting between two mountain ridges in the bottom of the valley approximately 100 yards from a thick creek bottom. I started the afternoon hunt at 2:30 pm finding my way to a new stand set up. I hunted all afternoon seeing alot of good deer sign in the area. After what started to be a promising day in the deer woods. I did not see a deer all day and the sun starting going down behind the mountain ridge to my west. It was getting so dark out that I could no longer see thru my peep sight. So, I decided to start packing up my backpack and start my decent down the tree. By now, it was well after dark and without my headlamp I could not see 3 foot in front of me. As I started to make my way down the tree. I heard the most disturbing sound in the woods that I have ever heard in my life. It was a very, very, loud, deep toned, gravely, blood curdling Growl/yell which seemed to be approximately 150/200 yards away from me to my southeast. It sounded as if someone was trying to yell for help. I immediately froze to the side of the tree and tried to gather my thoughts on what it could be. I originally thought that it was a person in the woods trying to play a prank on me. Mainly, because I had seen a pickup truck drive down the distant ridge several hours earlier. Then I realized that it was too loud to be a human screaming in the woods. I remained frozen to the side of the tree for several more minutes and tried to gather my thoughts of what could have made that sound. I am 43 years old and have been an avid hunter every year in some capacity since I was 6 years old and I have never heard anything like this in my life. After several minutes I finally made my way to the base of the tree, packed my stand, grabbed my bow and started to walk out on the trail that I walked in on into the direction of the ""sound"". I had about a 50 yard SE walk towards the ""sound"" then 100 yards west to an old logging road then 300 yards north back to where my truck was parked beside a small pond. So, as i left the tree walking SE and arrived at the west trail. I got a very uneasy feeling like something was watching me. So, I stopped to listen. Its was then I heard the ""sound"" again. It appeared to be moving closer to my location and approximately 50 yards away. Needless to say, I did not stick around to see what it was, for all I had was a headlight, bow in hand and a gut knife on my hip. So, I immediately start sprinting toward my truck. I have NEVER been so scared in my entire life. I started my truck and got the hell out of there. On my drive out of Camp Robinson. I called several of my closest friends and my dad and told them of the encounter. I stayed up all night on the internet to research this sound that I heard in the woods that night. I listened to mountain lions, african lions, tigers, bears, bobcats, foxes, coyotes, wild boars, etc... and I could not find anything that would come close to what I heard. The very next day. I drove back to the same area at Camp Robinson where I heard the ""sound"". Again right at dark from the comfort of my pickup truck with a pistol in my hand. I heard the sound again further down the valley approximately 1/4 to 1/2 mile away. I was a very distinct sound, very loud.... Since, these three occurrences. I have hunted at Camp Robinson on many more occasions and I have not heard this ""sound"" again. Still baffles me to this day of what I heard those two nights and I have still never heard anything like it.",East of West Boundry Road between Clifton Mountain Rd and Demolition Road on Camp Robinson Military base.,Pulaski County,Arkansas,Report 39922: Bowhunter intimidated by loud vocalizations at dark on Camp Robinson National Guard training base,34.92684,-92.30753,2010-10-30,39922,Class B,9ynqeqpxwd,72,55.83,3560,33.66,0.6,0.03,0.76,0,0,,1019.59,Clear throughout the day.,4,9.57,189,5.93,Cp Joseph T Robinson
0101000020E610000087E123624A1057C0CCD1E3F7366D4140,61.81,"I was driving south on Batesville-Pike Rd on my way to work.  There are woods on both sides of this road with a tall chain link fence surrounding the woods on both sides.  The right hand side of the road is part of Camp Robinson.  Just past the fence there is a fire break before the tree line begins.  I had just driven around a sharp curve and due to the curve I was driving pretty slow.  There are lots of deer in this area and I am typically looking to see if any are close by.  There is a small creek bed in the curve with a large culvert running under the road connecting both sides of the street in that area.  Just past the curve I saw a tall, upright, black figure.  It was about 10 yards past the beginning of the treeline.  This creature was walking at an angle through the woods towards the creek.  I saw his right profile and the back of him. It appeared to have arms which were hanging at his side. There are lots of trees in this area so parts of his profile were blocked at times.  All of the leaves are off the trees at this so I had a pretty clear view.  He appeared to be 6-7 feet tall with black hair.  I'm not exactly sure what I saw but I know that it wasn't a deer.  This road has a pretty high amount of traffic in the morning and is highly guarded by Camp Robinson.",Bateville-Pike begins just past the North Little Rock airport (Remount Rd).  The sighting occurred just before the 1st major curve if you are traveling south on Bateville-Pike.  I saw the creature on the Camp Robinson side of the road. This area is strictly off limits and signs are clearly posted.,Pulaski County,Arkansas,Report 56735: Motorist has daytime sighting while driving past Joseph T. Robinson military base,34.85324,-92.25454,2017-02-10,56735,Class A,9ynqk8y6c6,69.68,65.745,3562,38.66,0.66,0.05,0.49,0,0,,1021.48,Breezy in the afternoon.,4,9.97,196,9.26,Cp Joseph T Robinson
0101000020E6100000C4B12E6EA33354C0933A014D84054140,42.01,"I just read a report from South Carolina and not far from where this happened is Fort Jackson, near Columbia, South Carolina. Fort Jackson is an Army base. While I was serving in the Army on Fort Jackson something happened that might be related. We were on a training mission for escape and evasion.  I was supposed to escape through the enemy lines and make it back on my own. This was about seven or eight miles to walk through the woods, alone. As I remember the incident happened at seven pm just after dark. There was no moon. It was the darkest night I ever spent in the woods alone.  Being from West Virginia and hunting all of my life, this did not bother me too much. As I made my way down a fire lane at around two am I come to a crossing of fire lanes and stopped to rest for a minute and get my bearings. Back then there was no lights coming from Columbia or Fort Jackson to direct your way. I was about one step passed the crossing resting trying to decide on the way to go when I heard something coming. Immediately I thought another person was coming. I was happy that I would have someone to be with this dark night. I could not see my watch or my hand in front of my face only a faint white sand line path. I waited until this thing (or maybe two things) was within a few steps of me. Then I said who goes there.  This thing went to its left in a flash. It went about fifty to seventy-five feet away and just stood there. Then I heard what sounded like someone talking backwards in a sort of growl as I was standing their confused about what was going on.  In about a minute a two I heard this thing coming back toward me so I took one step to my left an kneeled down as it rounded the corner.  Then I stood up and said I got you now. That's when all hell brook loose. It took off running, crashing through the brush like a train. This is when I got really scared. The hair on my neck raised and I started to speak but was unable to. I said to myself boy you get out of here.  I must have run a half mile or so to my left and stopped to see if this thing was coming. I only stopped  for a second and started running again luckily in the right direction. I run up on an airport sergeant who had a fire built  and a truck waiting.  I never wanted to see a person so bad before.",on Fort Jackson i would say to the south,Richland County,South Carolina,Report 5381: Solider describes late night encounter on Fort Jackson,34.0431,-80.80685,1964-10-10,5381,Class B,dnn99jq5rv,68.41,55.21,1590,45.73,0.67,0,0.16,0,0,,1019.19,Clear throughout the day.,6,9.3,10,5.28,Ft Jackson
